date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:10:53	14533/14533	---M--	200	added ('OK')	image/png	etag:%2238c5-5ad82c9e2f000%22	https://preview.colorlib.com/theme/covid/images/symptom_cough.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/symptom_cough.png	(from https://preview.colorlib.com/theme/covid/index.html)
08:10:55	15562/15562	---M--	200	added ('OK')	image/png	etag:%223cca-5ad82ca017480%22	https://preview.colorlib.com/theme/covid/images/symptom_sore-troath.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/symptom_sore-troath.png	(from https://preview.colorlib.com/theme/covid/index.html)
08:10:55	17181/17181	---M--	200	added ('OK')	image/png	etag:%22431d-5ad82c9f23240%22	https://preview.colorlib.com/theme/covid/images/symptom_headache.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/symptom_headache.png	(from https://preview.colorlib.com/theme/covid/index.html)
08:10:58	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:%221538e-5ad82ca6c4440-gzip%22	https://preview.colorlib.com/theme/covid/js/jquery-3.3.1.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/jquery-3.3.1.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:10:58	727608/727608	---M--	200	added ('OK')	image/jpeg	etag:%22b1a38-5ad82c996a4c0%22	https://preview.colorlib.com/theme/covid/images/hero_2.jpg	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/hero_2.jpg	(from https://preview.colorlib.com/theme/covid/index.html)
08:10:58	45799/45799	---M-Z	200	added ('OK')	application/javascript	etag:%22b2e7-5ad82ca8ac8c0-gzip%22	https://preview.colorlib.com/theme/covid/js/jquery-ui.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/jquery-ui.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:00	20336/20336	---M-Z	200	added ('OK')	application/javascript	etag:%224f70-5ad82cae65640-gzip%22	https://preview.colorlib.com/theme/covid/js/popper.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/popper.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:01	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:%22e2d8-5ad82ca5d0200-gzip%22	https://preview.colorlib.com/theme/covid/js/bootstrap.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:01	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5ad82cad71400-gzip%22	https://preview.colorlib.com/theme/covid/js/owl.carousel.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:03	5339/5339	---M-Z	200	added ('OK')	application/javascript	etag:%2214db-5ad82ca8ac8c0-gzip%22	https://preview.colorlib.com/theme/covid/js/jquery.countdown.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/jquery.countdown.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:03	8111/8111	---M-Z	200	added ('OK')	application/javascript	etag:%221faf-5ad82ca9a0b00-gzip%22	https://preview.colorlib.com/theme/covid/js/jquery.easing.1.3.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/jquery.easing.1.3.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:04	14244/14244	---M-Z	200	added ('OK')	application/javascript	etag:%2237a4-5ad82ca4dbfc0-gzip%22	https://preview.colorlib.com/theme/covid/js/aos.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/aos.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:04	68196/68196	---M-Z	200	added ('OK')	application/javascript	etag:%2210a64-5ad82ca9a0b00-gzip%22	https://preview.colorlib.com/theme/covid/js/jquery.fancybox.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/jquery.fancybox.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:05	10084/10084	---M-Z	200	added ('OK')	application/javascript	etag:%222764-5ad82cab88f80-gzip%22	https://preview.colorlib.com/theme/covid/js/jquery.sticky.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/jquery.sticky.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:06	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:%228a75-5ad82ca5d0200-gzip%22	https://preview.colorlib.com/theme/covid/js/isotope.pkgd.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/isotope.pkgd.min.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:07	8047/8047	---M-Z	200	added ('OK')	application/javascript	etag:%221f6f-5ad82cab88f80-gzip%22	https://preview.colorlib.com/theme/covid/js/main.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/js/main.js	(from https://preview.colorlib.com/theme/covid/index.html)
08:11:10	307332/307332	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224b084-5ad82d0ccf500%22	https://preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon.eot?10si43	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon1a44.eot	(from https://preview.colorlib.com/theme/covid/fonts/icomoon/style.css)
08:11:10	307168/307168	---MCZ	200	added ('OK')	font/ttf	etag:W/%224afe0-5ad82d0eb7980%22	https://preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon.ttf?10si43	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon1a44.ttf	(from https://preview.colorlib.com/theme/covid/fonts/icomoon/style.css)
08:11:12	307244/307244	---M--	200	added ('OK')	font/woff	etag:%224b02c-5ad82d0fabbc0%22	https://preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon.woff?10si43	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon1a44.woff	(from https://preview.colorlib.com/theme/covid/fonts/icomoon/style.css)
08:11:13	2155/2155	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2002:41:12%20GMT	https://preview.colorlib.com/theme/covid/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://preview.colorlib.com/theme/covid/css/jquery-ui.css)
08:11:13	2155/2155	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2002:41:13%20GMT	https://preview.colorlib.com/theme/covid/css/images/ui-bg_glass_85_dfeffc_1x400.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/css/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://preview.colorlib.com/theme/covid/css/jquery-ui.css)
08:11:13	2155/2155	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2002:41:13%20GMT	https://preview.colorlib.com/theme/covid/css/images/ui-bg_glass_75_d0e5f5_1x400.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/css/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://preview.colorlib.com/theme/covid/css/jquery-ui.css)
08:11:14	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e45ad-5ad82d0dc3740%22	https://preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon.svg?10si43	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/icomoon/fonts/icomoon1a44.svg	(from https://preview.colorlib.com/theme/covid/fonts/icomoon/style.css)
08:11:14	2155/2155	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2002:41:14%20GMT	https://preview.colorlib.com/theme/covid/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://preview.colorlib.com/theme/covid/css/jquery-ui.css)
08:11:14	2155/2155	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2021%20Oct%202023%2002:41:14%20GMT	https://preview.colorlib.com/theme/covid/css/owl.video.play.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/css/owl.video.play.png	(from https://preview.colorlib.com/theme/covid/css/owl.carousel.min.css)
08:11:16	3690/3690	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e6a-5ad82cf30f840%22	https://preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.eot	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.eot	(from https://preview.colorlib.com/theme/covid/fonts/flaticon/font/flaticon.css)
08:11:16	3690/3690	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22e6a-5ad82cf30f840%22	https://preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.eot?	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/covid/fonts/flaticon/font/flaticon.css)
08:11:16	1960/1960	---M--	200	added ('OK')	font/woff2	etag:%227a8-5ad82cf5ebf00%22	https://preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.woff2	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.woff2	(from https://preview.colorlib.com/theme/covid/fonts/flaticon/font/flaticon.css)
08:11:18	2556/2556	---M--	200	added ('OK')	font/woff	etag:%229fc-5ad82cf4f7cc0%22	https://preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.woff	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.woff	(from https://preview.colorlib.com/theme/covid/fonts/flaticon/font/flaticon.css)
08:11:19	3512/3512	---MCZ	200	added ('OK')	font/ttf	etag:W/%22db8-5ad82cf403a80%22	https://preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.ttf	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/covid/fonts/flaticon/font/flaticon.css)
08:11:20	11406/11406	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222c8e-5ad82cf403a80%22	https://preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.svg	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon/font/Flaticon.svg	(from https://preview.colorlib.com/theme/covid/fonts/flaticon/font/flaticon.css)
08:11:21	4658/4658	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221232-5ad82cfc98ec0%22	https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.eot	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.eot	(from https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/flaticon.css)
08:11:22	4658/4658	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221232-5ad82cfc98ec0%22	https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.eot?	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/flaticon.css)
08:11:23	2224/2224	---M--	200	added ('OK')	font/woff2	etag:%228b0-5ad82cff75580%22	https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.woff2	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.woff2	(from https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/flaticon.css)
08:11:24	2824/2824	---M--	200	added ('OK')	font/woff	etag:%22b08-5ad82cfe81340%22	https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.woff	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.woff	(from https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/flaticon.css)
08:11:25	4480/4480	---MCZ	200	added ('OK')	font/ttf	etag:W/%221180-5ad82cfe81340%22	https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.ttf	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/flaticon.css)
08:11:26	18243/18243	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224743-5ad82cfd8d100%22	https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.svg	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/Flaticon.svg	(from https://preview.colorlib.com/theme/covid/fonts/flaticon-covid/font/flaticon.css)
08:11:27	128562/128562	---M--	200	added ('OK')	image/png	etag:%221f632-5ad82ca017480%22	https://preview.colorlib.com/theme/covid/images/symptoms.png	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/symptoms.png	(from https://preview.colorlib.com/theme/covid/symptoms.html)
08:11:28	27611/27611	---M--	200	added ('OK')	image/jpeg	etag:%226bdb-5ad82c9c46b80%22	https://preview.colorlib.com/theme/covid/images/person_1.jpg	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/person_1.jpg	(from https://preview.colorlib.com/theme/covid/about.html)
08:11:29	23513/23513	---M--	200	added ('OK')	image/jpeg	etag:%225bd9-5ad82c9c46b80%22	https://preview.colorlib.com/theme/covid/images/person_2.jpg	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/person_2.jpg	(from https://preview.colorlib.com/theme/covid/about.html)
08:11:30	19247/19247	---M--	200	added ('OK')	image/jpeg	etag:%224b2f-5ad82c9d3adc0%22	https://preview.colorlib.com/theme/covid/images/person_3.jpg	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/theme/covid/images/person_3.jpg	(from https://preview.colorlib.com/theme/covid/about.html)
08:11:31	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22652d1f47-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	F:/Major%20Projects/Covid%20Template/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/covid/Survey.html)
